accidentId,severity,eventDate,side,city,county,state,zipcode,temperature_F,windChill_F,humidity_perc,pressure_in,visibility_mi,windDirection,windSpeed_mph,precipitation_in,weatherCondition,sunriseSunset
A-446395,2,2021-12-09,R,Bessemer,Jefferson,AL,35022,59,59,67,29.41,10,E,3,0,Cloudy,Night
A-7693,2,2016-05-03,R,San Diego,San Diego,CA,92115,70,,57,29.91,10,WSW,10.4,,Clear,Day
A-883132,2,2021-11-06,R,Wasco,Sherman,OR,97065,51,51,61,29.77,10,NW,21,0,Cloudy / Windy,Day
A-30972,2,2016-07-25,L,Dallas,Dallas,TX,75214,84,,69,29.96,10,Calm,,,Mostly Cloudy,Day
A-393264,2,2021-10-29,L,Los Angeles,Los Angeles,CA,90018-1452,76,76,40,29.66,10,W,5,0,Fair,Day
A-809842,2,2021-12-02,R,San Diego,San Diego,CA,92115-2334,65,65,63,29.65,10,W,6,0,Fair,Day
A-1009974,2,2021-11-23,R,Joppa,Harford,MD,21085,30,23,75,30.09,10,W,8,0,Fair,Day
A-548603,2,2021-04-22,R,Tioga,Tioga,PA,16946,30,21,64,28.81,10,W,10,0,Cloudy,Night
A-1039423,2,2021-12-15,R,San Luis Obispo,San Luis Obispo,CA,93405,35,35,92,29.99,10,CALM,0,0,Fair,Night
A-935448,2,2021-12-16,R,Goleta,Santa Barbara,CA,93117-1825,54,54,97,29.99,10,W,7,0,Mostly Cloudy,Night
A-252452,2,2021-11-17,R,Newhall,Los Angeles,CA,91321,56,56,84,29.13,4,CALM,0,0,Haze,Night
A-735802,2,2021-03-04,R,Syracuse,Onondaga,NY,13203,27,17,69,29.51,9,NNW,12,0,Light Snow,Day
A-486801,2,2021-09-14,L,Selma,Fresno,CA,93662-9534,68,68,52,29.47,10,CALM,0,0,Fair,Night
A-314352,2,2021-10-10,R,Buena Park,Orange,CA,90621,67,67,63,29.79,10,CALM,0,0,Fair,Night
A-72760,2,2016-08-17,R,East Saint Louis,St. Clair,IL,62201,82,,67,30.11,10,South,5.8,,Clear,Day
A-1003857,2,2021-12-05,R,West Valley City,Salt Lake,UT,84120,36,30,73,25.78,10,SE,7,0,Fair,Night
A-945122,2,2021-08-21,R,Ruther Glen,Caroline,VA,22546,82,82,65,29.7,10,VAR,5,0,Fair,Day
A-508801,2,2021-12-19,R,Riverside,Riverside,CA,92501,68,68,16,29.2,10,W,5,0,Fair,Day
A-527162,4,2021-08-19,L,Stormville,Dutchess,NY,12582-5046,80,80,79,29.66,10,SSW,6,0,Cloudy,Day
A-346774,2,2021-12-10,R,Somers,Westchester,NY,10589-3205,48,48,54,29.64,10,CALM,0,0,Cloudy,Day
A-976393,2,2021-07-09,R,Ann Arbor,Washtenaw,MI,48108,61,61,83,29.12,7,N,8,0,Cloudy,Day
A-888018,2,2021-06-18,R,Philadelphia,Philadelphia,PA,19107,78,78,42,30.02,10,SW,13,0,Partly Cloudy,Day
A-310678,2,2021-03-11,R,Dublin,Alameda,CA,94568,46,46,76,29.68,10,CALM,0,0,Fair,Night
A-17058,4,2017-01-24,R,Le Mars,Plymouth,IA,51031-8502,32,23,93,29.71,0.8,ENE,11.5,0.01,Light Snow,Day
A-780893,2,2021-07-08,R,Stevensville,Queen Anne's,MD,21666,79,79,72,29.92,10,SW,6,0,Fair,Night
A-770328,2,2021-03-22,R,Ormond Beach,Volusia,FL,32174,63,63,82,29.95,5,N,16,,Cloudy,Day
A-995193,2,2021-06-28,R,Deland,Volusia,FL,32724,85,85,65,30.06,10,E,7,0,Partly Cloudy,Day
A-604421,2,2021-12-21,R,Sturgeon Lake,Pine,MN,55783,10,10,79,28.6,0.5,CALM,0,0.02,Snow,Day
A-117185,2,2016-11-22,R,Elk Grove,Sacramento,CA,95757,54,,83,30.15,10,Calm,,,Clear,Day
A-479160,2,2021-08-04,R,Birmingham,Jefferson,AL,35209,73,73,81,29.38,10,NE,5,0,Fair,Night
A-982058,2,2021-08-25,L,Hialeah,Miami-Dade,FL,33016,85,85,59,29.94,10,ENE,15,0,Mostly Cloudy,Day
A-201043,2,2017-07-06,R,Dallas,Dallas,TX,75234,80.6,,74,30.13,13,Calm,,,Mostly Cloudy,Day
A-836974,2,2021-07-17,R,Nashville,Davidson,TN,37203,83,83,67,29.42,10,S,13,0,Mostly Cloudy,Day
A-64727,2,2016-10-07,R,Tucker,DeKalb,GA,30084,66.9,,79,30.04,10,North,,,Overcast,Day
A-975562,2,2021-09-19,L,Klamath Falls,Klamath,OR,97603-5039,38,38,89,25.79,10,ESE,3,0,Fair,Night
A-582589,2,2021-04-19,L,Rome,Oneida,NY,13440-8081,59,59,36,29.27,10,N,9,0,Cloudy,Day
A-851193,2,2021-08-16,R,San Antonio,Bexar,TX,78249,91,91,50,28.99,10,SE,12,0,Mostly Cloudy,Day
A-327556,2,2021-06-10,L,Miami,Miami-Dade,FL,33173,87,87,61,30.07,10,SE,8,0,Fair,Day
A-215539,3,2017-07-19,R,Dallas,Collin,TX,75287,93.2,,46,30.13,10,South,6.9,,Clear,Day
A-37638,2,2016-12-19,R,Saint Johns,St. Johns,FL,32259,66,,100,30.28,0.5,NE,5.8,,Fog,Night
A-305228,2,2021-08-10,R,Oroville,Butte,CA,95966-5561,96,96,26,29.66,10,WNW,6,0,Fair,Day
A-377799,2,2021-06-18,L,Paramount,Los Angeles,CA,90723-5416,65,65,84,29.77,8,S,3,0,Cloudy,Day
A-740717,2,2021-12-17,R,Cowpens,Cherokee,SC,29330-9678,57,57,94,29.33,3,CALM,0,0,Cloudy,Night
A-404584,2,2021-12-06,R,Raleigh,Wake,NC,27610,67,67,61,29.44,10,SSW,15,0,Cloudy,Day
A-976017,2,2021-11-04,R,Hayward,Alameda,CA,94544,63,63,75,30.15,10,W,8,0,Mostly Cloudy,Day
A-109543,2,2017-01-08,R,Coeur D Alene,Kootenai,ID,83814,19.4,3.2,86,30.09,9,NNE,20.7,,Overcast,Day
A-280563,2,2021-12-13,L,Osteen,Volusia,FL,32764-9546,73,73,79,30.22,10,NNE,6,0,Fair,Day
A-115081,4,2016-11-09,R,Boardman,Morrow,OR,97818,39.9,,97,30.16,2.5,Calm,,,Clear,Night
A-558122,2,2021-11-12,R,Orangeburg,Orangeburg,SC,29115,74,74,23,29.81,10,W,13,0,Fair,Day
A-759186,2,2021-12-12,R,Palm Beach Gardens,Palm Beach,FL,33410,77,77,76,30.17,10,NE,6,0,Fair,Night
A-571243,2,2021-08-19,R,Hixson,Hamilton,TN,37343-3008,77,77,88,29.36,8,CALM,0,0.02,Mostly Cloudy,Day
A-366866,2,2021-10-09,R,San Diego,San Diego,CA,92123-3530,60,60,83,29.63,10,CALM,0,0,Fair,Night
A-981348,2,2021-11-12,R,Benton,Saline,AR,72015,57,57,51,29.79,10,W,14,0,Mostly Cloudy,Day
A-392860,2,2021-12-17,R,Columbia,Richland,SC,29229-4385,71,71,75,29.99,10,SW,6,0,Mostly Cloudy,Day
A-302142,2,2021-09-03,R,Park City,Summit,UT,84060,,,,,,,,,,Night
A-933577,2,2021-12-20,R,Frenchtown,Missoula,MT,59834,28,17,72,26.63,10,ESE,13,0,Cloudy,Day
A-567487,2,2021-07-06,R,Berwyn,Chester,PA,19312,88,88,66,29.26,10,VAR,6,0,Fair,Day
A-752916,2,2021-12-10,R,Richmond,Richmond City,VA,23221-3502,50,50,68,29.94,10,S,5,0,Cloudy,Day
A-394021,2,2021-08-03,L,Chattanooga,Hamilton,TN,37412-1247,87,87,37,29.23,10,NNW,8,0,Partly Cloudy,Day
A-812099,2,2021-09-09,R,Dallas,Dallas,TX,75202-4809,91,91,23,29.54,10,ESE,8,0,Fair,Day
A-327456,2,2021-12-02,R,Taylors,Greenville,SC,29687,68,68,39,28.94,10,S,7,0,Fair,Day
A-715808,2,2021-12-24,L,La Pine,Deschutes,OR,97739,32,24,69,25.86,10,SW,10,0,Fair,Day
A-340448,2,2021-12-03,R,New Haven,New Haven,CT,6511,36,32,57,30.07,10,NW,5,0,Mostly Cloudy,Night
A-499689,2,2021-04-15,R,Laguna Hills,Orange,CA,92653,53,53,69,29.94,10,ENE,3,0,Mostly Cloudy,Day
A-5478,2,2016-03-25,R,Riverside,Riverside,CA,92521,79,,20,29.74,10,West,13.8,,Clear,Day
A-1022941,2,2021-09-24,R,Raleigh,Wake,NC,27616-3144,74,74,40,29.64,10,VAR,3,0,Fair,Day
A-109148,2,2017-01-05,R,Fresno,Fresno,CA,93706,50,,93,29.96,10,WNW,6.9,,Overcast,Day
A-702646,2,2021-12-24,L,Hialeah,Miami-Dade,FL,33016-2418,65,65,81,30.19,10,NW,7,0,Fair,Day
A-218872,2,2017-07-18,R,Oak Brook,DuPage,IL,60523,71.1,,75,30.04,9,Calm,,,Scattered Clouds,Day
A-195874,3,2017-05-12,R,Diamond Bar,Los Angeles,CA,91765,73.4,,50,29.93,10,West,10.4,,Clear,Day
A-482162,2,2021-05-07,R,Miami,Miami-Dade,FL,33185-5600,88,88,55,30.01,10,W,8,0,Partly Cloudy,Day
A-1024072,2,2021-12-30,R,McKinney,Collin,TX,75070,44,44,89,29.29,10,CALM,0,0,Fair,Day
A-782365,2,2021-09-09,R,Emeryville,Alameda,CA,94608,63,63,75,29.83,10,WNW,10,0,Mostly Cloudy,Day
A-302537,2,2021-12-29,R,Aitkin,Aitkin,MN,56431,1,1,61,28.7,,CALM,0,0,,Day
A-221942,3,2017-07-11,R,West Valley City,Salt Lake,UT,84119,89.1,,38,29.98,10,Calm,,,Clear,Day
A-47844,3,2016-10-21,R,Duncan,Spartanburg,SC,29334,70,,68,29.83,10,SSW,8.1,,Partly Cloudy,Night
A-163107,2,2017-03-13,R,El Paso,El Paso,TX,79903,53.1,,37,30.03,10,East,11.5,,Partly Cloudy,Day
A-1021740,2,2021-12-29,R,Escondido,San Diego,CA,92029,52,52,93,29.53,4,SSE,8,0,Light Rain,Day
A-918743,2,2021-10-26,R,Winchester,Riverside,CA,92596,50,50,100,28.64,0,CALM,0,0,Fog,Day
A-29319,3,2016-07-05,R,Denver,Denver,CO,80223,80.1,,28,30.1,10,WNW,21.9,0,Light Thunderstorms and Rain,Day
A-848401,2,2021-12-06,R,Miami,Miami-Dade,FL,33184-3102,81,81,77,30.08,10,SSE,12,0.03,Cloudy,Day
A-930849,2,2021-05-28,R,Nashville,Davidson,TN,37201,76,76,76,29.21,10,SW,10,0,Mostly Cloudy,Day
A-452770,2,2021-08-31,L,Hacienda Heights,Los Angeles,CA,91745-6768,76,76,60,29.66,10,SSW,9,0,Fair,Day
A-866028,2,2021-09-10,L,Kissimmee,Osceola,FL,34743,91,91,50,29.9,10,SW,5,0,Partly Cloudy,Day
A-821100,2,2021-12-11,R,Westlake Village,Ventura,CA,91361,63,63,19,30.15,10,E,13,0,Fair,Day
A-66638,2,2016-10-14,L,Clifton Park,Saratoga,NY,12065,57.2,,36,30.36,15,ESE,4.6,,Clear,Day
A-774291,2,2021-12-28,R,Fort Lauderdale,Broward,FL,33309,80,80,56,30.03,10,SSE,9,0,Partly Cloudy,Day
A-935839,2,2021-09-09,R,Katonah,Westchester,NY,10536,68,68,93,29.33,5,CALM,0,0.01,Light Rain,Day
A-701049,2,2021-05-04,R,Buffalo,Erie,NY,14228-2701,47,45,93,28.89,0.5,SW,5,0,Fog,Night
A-384703,2,2021-10-09,R,San Marcos,San Diego,CA,92078,66,66,68,29.65,10,W,5,0,Fair,Day
A-305272,2,2021-07-29,R,Chattanooga,Hamilton,TN,37406,93,93,47,29.26,10,W,7,0,Fair,Day
A-851770,2,2021-07-01,R,Downey,Los Angeles,CA,90242,84,84,46,29.81,9,WNW,12,0,Fair,Day
A-923441,2,2021-10-14,L,Chula Vista,San Diego,CA,91910-2926,60,60,47,29.99,8,E,7,0,Fair,Day
A-95936,3,2016-07-19,R,Phoenix,Maricopa,AZ,85021,95,,30,29.94,10,Calm,,,Clear,Day
A-389126,2,2021-10-18,R,Charlotte,Mecklenburg,NC,28213-5768,43,40,81,29.41,10,WNW,5,0,Fair,Night
A-613420,2,2021-12-20,R,Fort Lauderdale,Broward,FL,33309,77,77,82,29.92,10,E,8,0,Fair,Day
A-879247,2,2021-12-31,R,Cascade Locks,Hood River,OR,97014,33,22,70,29.96,10,E,18,0,Cloudy,Day
A-139660,2,2017-02-07,R,Melbourne,Brevard,FL,32940,63.1,,99,30.12,10,Calm,,,Clear,Day
A-626444,2,2021-06-04,R,Nashville,Davidson,TN,37217,84,84,37,29.39,10,CALM,0,0,Mostly Cloudy,Day
A-1025555,2,2021-06-07,R,Jacksonville,Duval,FL,32246,85,85,72,30.13,10,S,8,0,Mostly Cloudy,Day
A-788145,2,2021-04-20,R,Miami,Miami-Dade,FL,33179,80,80,79,29.98,10,SSW,14,0,Partly Cloudy,Day
A-993032,2,2021-12-23,R,Orlando,Orange,FL,32808-7703,68,68,52,30.03,10,NNW,3,0,Fair,Day
A-753081,2,2021-06-09,R,Huntington,Baker,OR,97907,67,67,32,27.54,6,NW,30,0,Haze / Windy,Night
A-892932,2,2021-07-24,R,Los Angeles,Los Angeles,CA,90007,68,68,78,29.79,10,CALM,0,0,Partly Cloudy,Night
A-884868,2,2021-06-12,R,Lansdale,Montgomery,PA,19446-5803,71,,70,29.55,10,,,0,Cloudy,Day
A-791108,2,2021-12-09,R,Visalia,Tulare,CA,93277,50,50,94,29.67,10,NW,9,0.01,Light Rain,Day
A-263804,2,2021-12-05,R,Greenville,Greenville,SC,29605-4932,57,57,63,29.13,10,E,7,0,Cloudy,Day
A-61659,2,2016-09-26,L,Miami,Miami-Dade,FL,33143-7919,81,,82,29.93,10,Calm,,0,Mostly Cloudy,Day
A-412969,2,2021-06-19,R,Mira Loma,Riverside,CA,91752,82,82,45,28.93,10,VAR,6,0,Fair,Day
A-19951,2,2016-11-18,R,Houston,Harris,TX,77075,78.1,,71,30.09,10,South,10.4,,Overcast,Day
A-35154,3,2016-12-12,R,Memphis,Shelby,TN,38119,,,,30.12,10,NNE,11.5,,Overcast,Day
A-765936,2,2021-06-30,L,Vista,San Diego,CA,92081,66,66,81,29.54,10,WSW,8,0,Cloudy,Day
A-422681,2,2021-04-04,R,Cowpens,Cherokee,SC,29330,64,64,22,29.41,10,CALM,0,0,Fair,Day
A-176474,2,2017-04-18,R,Saint Louis,St. Louis County,MO,63136,57.9,,75,30.12,10,ESE,5.8,,Mostly Cloudy,Day
A-769416,4,2021-10-09,R,Jennings,Hamilton,FL,32053,71,71,96,29.75,10,NNE,5,0,Mostly Cloudy,Night
A-491073,2,2021-06-23,R,Telford,Montgomery,PA,18969,68,68,52,29.69,10,CALM,0,0,Fair,Day
A-755627,2,2021-08-27,L,Pflugerville,Travis,TX,78660,,,,29.24,10,,,0,Fair,Day
A-21909,2,2016-09-26,R,Minneapolis,Hennepin,MN,55403,64.9,,32,29.89,10,WNW,21.9,,Partly Cloudy,Day
A-627752,2,2021-07-23,R,Los Angeles,Los Angeles,CA,90002-2624,76,76,62,29.94,10,W,10,0,Fair,Day
A-330201,2,2021-12-27,R,Chattanooga,Hamilton,TN,37411,68,68,68,29.22,10,SSW,12,0,Cloudy,Day
A-17947,2,2016-10-27,L,Dallas,Dallas,TX,75218-1533,69.1,,73,30.14,10,SE,5.8,,Mostly Cloudy,Night
A-627819,2,2021-08-13,L,Bayville,Ocean,NJ,08721-1705,,,,,,,,,,Day
A-216019,4,2017-07-26,L,Fieldon,Jersey,IL,62031,91.9,,59,29.99,10,NW,6.9,,Clear,Day
A-926883,2,2021-12-28,R,Chico,Butte,CA,95928,39,35,93,29.63,10,VAR,6,0,Light Rain,Day
A-204838,4,2017-06-15,R,Waterbury,Washington,VT,05676-4429,64,,45,30.12,10,Calm,,,Clear,Day
A-196696,2,2017-05-18,L,Oak View,Ventura,CA,93022-9642,66,,65,29.92,10,WSW,9.2,,Clear,Day
A-27432,2,2016-09-02,R,Houston,Harris,TX,77003,93.2,,46,29.88,10,West,12.7,,Partly Cloudy,Day
A-111614,2,2017-01-19,R,San Diego,San Diego,CA,92117,54,,80,30.05,10,Calm,,,Overcast,Night
A-363094,2,2021-10-10,R,Riverside,Riverside,CA,92507,51,51,83,29.16,10,VAR,3,0,Fair,Night
A-632870,2,2021-08-19,R,Newport News,Newport News,VA,23607,80,80,100,30.08,10,SSW,12,0,Fair,Night
A-256508,2,2021-12-23,R,Madera,Madera,CA,93636-8839,54,54,97,29.44,1,ENE,5,0.08,Heavy Rain,Day
A-660774,2,2021-12-04,R,Shreveport,Caddo,LA,71103-2349,69,69,90,29.91,10,E,6,0,Cloudy,Day
A-730149,2,2021-11-08,R,Los Angeles,Los Angeles,CA,90039,69,69,57,29.82,10,VAR,6,0,Fair,Day
A-137587,2,2017-01-30,L,Kearny,Hudson,NJ,07032-4529,34,28,40,29.8,10,North,6.9,,Mostly Cloudy,Day
A-636561,2,2021-11-18,L,Bonita Springs,Lee,FL,34134-7051,74,74,87,30.1,10,ESE,6,0,Cloudy,Day
A-488341,2,2021-10-10,R,Washington,District of Columbia,DC,20002,67,67,84,30.06,10,NNE,9,0,Cloudy,Night
A-436065,2,2021-08-11,R,Watervliet,Albany,NY,12189,71,71,93,29.65,10,SSE,12,0,Partly Cloudy,Night
A-754224,2,2021-12-03,R,Chattanooga,Hamilton,TN,37404-3715,61,61,62,29.39,10,CALM,0,0,Fair,Day
A-1033269,2,2021-10-29,R,Doswell,Hanover,VA,23047,63,63,94,29.3,1,SSW,9,0.21,Heavy Rain,Day
A-841236,2,2021-03-22,R,Gustine,Merced,CA,95322,64,64,40,29.86,10,CALM,0,0,Fair,Day
A-620719,2,2021-06-07,L,Felton,Santa Cruz,CA,95018-9112,58,58,51,29.77,10,NW,7,0,Fair,Day
A-150024,2,2017-02-17,R,Fort Lauderdale,Broward,FL,33314,73.9,,53,30.06,10,SE,8.1,,Clear,Day
A-1024118,2,2021-05-18,L,Dayton,Montgomery,OH,45406-1711,76,76,45,29.16,10,SE,6,0,Mostly Cloudy,Day
A-881040,2,2021-08-14,R,Williamsburg,York,VA,23185,91,91,66,30.07,10,S,5,0,,Day
A-836929,2,2021-08-23,R,Lenhartsville,Berks,PA,19534,86,86,63,29.43,10,WNW,13,0,Partly Cloudy,Day
A-718487,2,2021-12-24,R,Jordan Valley,Malheur,OR,97910,32,26,100,26.9,10,SE,7,0,Cloudy,Night
A-579747,2,2021-10-22,L,Los Gatos,Santa Cruz,CA,95033-9021,58,58,90,29.99,9,CALM,0,0.01,Cloudy,Day
A-463538,2,2021-12-20,L,Miami,Miami-Dade,FL,33155-2334,78,78,76,30.02,10,VAR,3,0,Fair,Day
A-171555,3,2017-04-19,R,Houston,Harris,TX,77056,80.6,,54,29.99,10,SSE,9.2,,Clear,Day
A-61180,4,2016-09-24,R,North Port,Sarasota,FL,34286,80.6,,84,30.01,10,ESE,4.6,,Clear,Night
A-762220,2,2021-12-11,R,Norwalk,Fairfield,CT,6851,56,56,97,29.6,10,SSW,22,0,Cloudy / Windy,Night
A-505047,2,2021-12-09,R,Los Angeles,Los Angeles,CA,90015,56,56,87,29.74,10,CALM,0,0,Cloudy,Night
A-223320,2,2017-07-14,R,Homeland,Riverside,CA,92548-9275,80.6,,51,29.97,10,SSW,5.8,,Clear,Day
A-120816,2,2016-10-01,R,Pacoima,Los Angeles,CA,91331,66.2,,52,30.04,10,Calm,,,Clear,Night
A-43917,4,2017-01-12,R,Pittsburgh,Allegheny,PA,15238-1214,60.1,,67,29.93,10,SSW,19.6,,Overcast,Night
A-406273,2,2021-10-10,R,Chicago,Cook,IL,60630,74,74,64,28.99,10,SSW,13,0,Fair,Night
A-953861,2,2021-10-08,R,Boynton Beach,Palm Beach,FL,33437,86,86,65,29.93,10,SSE,10,0,Fair,Day
A-768787,2,2021-11-18,L,Winter Park,Orange,FL,32792-9101,79,79,77,30.02,10,E,5,0,Mostly Cloudy,Day
A-182664,2,2017-04-07,R,Temecula,Riverside,CA,92590,75.2,,14,30.04,10,SSE,9.2,,Clear,Day
A-596484,2,2021-12-30,L,Orlando,Orange,FL,32805,82,82,60,29.9,10,SSW,8,0,Fair,Day
A-413809,2,2021-11-21,R,Minneapolis,Hennepin,MN,55403,30,18,38,29.27,10,NW,20,0,Fair,Day
A-197993,3,2017-05-25,R,Liberty Lake,Spokane,WA,99019,64,,38,29.83,10,Variable,5.8,,Scattered Clouds,Day
A-867014,2,2021-08-01,R,Milton,Santa Rosa,FL,32583-9108,88,88,69,29.89,10,SW,12,0,Fair,Day
A-567230,2,2021-07-08,L,Saint Paul,Ramsey,MN,55113-4030,66,66,65,29.25,10,E,5,0,Fair,Day
A-1044434,2,2021-04-03,R,Opa Locka,Miami-Dade,FL,33054,67,67,52,30.2,10,NE,14,0,Cloudy,Night
A-709665,2,2021-09-08,R,Middletown,Middlesex,CT,6457,80,80,62,29.7,10,S,15,0,Partly Cloudy,Day
A-624794,2,2021-11-13,L,Bell Gardens,Los Angeles,CA,90201-4627,78,78,24,29.8,10,CALM,0,0,Fair,Night
A-369288,2,2021-06-18,R,Burgettstown,Washington,PA,15021,76,76,67,28.55,10,SSW,6,0,Cloudy,Night
A-783742,2,2021-11-10,R,Charlotte,Mecklenburg,NC,28217,78,78,25,29.3,10,SSW,7,0,Fair,Day
A-89438,2,2016-07-27,R,Milwaukee,Milwaukee,WI,53224,75.2,,69,29.99,0.2,North,,,Light Rain,Day
A-1043303,2,2021-11-21,R,Stockton,San Joaquin,CA,95203,49,49,93,30.17,3,CALM,0,0,Fair,Night
A-870073,2,2021-11-14,R,Reston,Fairfax County,VA,20194,46,41,47,29.51,10,SSW,10,0,Cloudy,Night
A-354471,2,2021-12-15,R,Gold Hill,Jackson,OR,97525,35,35,96,28.4,7,CALM,0,0.02,Rain,Night
A-949384,2,2021-11-16,L,Chino,San Bernardino,CA,91710-3441,77,77,30,29.22,6,WSW,10,0,Haze,Day
A-467087,2,2021-11-14,R,San Diego,San Diego,CA,92122,70,70,29,29.53,10,WNW,6,0,Fair,Night
A-29097,2,2016-07-01,R,Swisher,Johnson,IA,52338,61,,87,30.11,10,North,11.5,,Clear,Day
A-788518,2,2021-12-01,R,Guild,Marion,TN,37340,53,53,66,29.46,10,SSW,6,0,Partly Cloudy,Day
A-622272,2,2021-12-11,L,Raleigh,Wake,NC,27612-3809,72,72,73,29.49,10,SW,20,0,Mostly Cloudy,Day
A-215767,3,2017-07-21,R,Houston,Harris,TX,77032,84,,74,29.97,10,South,5.8,,Mostly Cloudy,Night
A-535270,2,2021-12-17,R,Tucson,Pima,AZ,85711-3902,49,45,47,27.23,10,W,8,0,Fair,Night
A-889089,2,2021-11-24,R,Rocky Mount,Franklin County,VA,24151-3572,50,50,31,29.08,10,SE,6,0,Fair,Day
A-555058,2,2021-09-16,R,Abington,Montgomery,PA,19001,76,76,71,30.05,10,E,12,0,Cloudy,Day
A-377640,2,2021-06-09,R,Emelle,Sumter,AL,35459,75,75,96,29.73,7,SE,3,0,Cloudy,Night
A-269599,2,2021-11-28,R,Saint Cloud,Osceola,FL,34772,66,66,34,29.98,10,NW,8,0,Fair,Day
A-950714,2,2021-09-11,R,North Brunswick,Middlesex,NJ,08902-2915,53,53,96,30,10,CALM,0,0,Fair,Night
A-392856,2,2021-08-30,R,New Orleans,Orleans,LA,70127,,,,,,,,,,Day
A-900345,2,2021-11-05,R,Tucson,Pima,AZ,85716-2943,79,79,14,27.23,10,CALM,0,0,Fair,Night
A-672070,2,2021-11-30,R,Belgrade,Gallatin,MT,59714,47,43,52,25.58,10,NNE,8,0,Fair,Night
A-725630,2,2021-10-06,R,Miami,Miami-Dade,FL,33147-1750,85,85,67,30,10,ESE,8,0,Fair,Day
A-750624,2,2021-12-08,R,Cerritos,Los Angeles,CA,90703,67,67,61,29.85,10,SW,7,0,Fair,Day
A-642271,2,2021-11-04,R,Ontario,Malheur,OR,97914-8640,66,66,47,27.61,10,SSE,6,0,Fair,Day
A-294745,2,2021-10-29,R,Bethesda,Montgomery,MD,20814,56,56,94,29.58,1,E,12,0,Cloudy,Day
A-943274,2,2021-12-24,R,Corona,Riverside,CA,92883,56,56,100,29.21,7,SSW,3,0.12,Rain,Day
A-709099,2,2021-12-17,R,San Dimas,Los Angeles,CA,91773,63,63,37,29.04,10,WSW,7,,Fair,Night
A-177842,2,2017-04-24,R,Hialeah,Miami-Dade,FL,33016,,,,29.78,10,NW,8.1,,Overcast,Night
A-911121,2,2021-07-19,R,Lakefield,Jackson,MN,56150-3108,59,59,100,28.6,5,CALM,0,0,Fair,Day
A-992457,2,2021-07-31,R,Chattanooga,Hamilton,TN,37412-3828,92,92,50,29.28,10,NW,9,0,Mostly Cloudy,Day
A-74888,2,2016-08-24,R,Harrison Township,Macomb,MI,48045,73.4,,100,29.96,10,WSW,11.5,,Overcast,Night
A-159109,2,2017-03-21,R,West Orange,Essex,NJ,7052,43,41.3,47,29.96,10,SW,3.5,,Overcast,Day
A-665427,2,2021-09-05,R,Cordova,Walker,AL,35550,77,77,100,29.37,7,CALM,0,0,Fair,Night
A-114086,3,2016-11-03,L,Adelanto,San Bernardino,CA,92301,44.6,,39,30.19,10,Calm,,,,Night
A-211599,3,2017-06-08,R,Los Angeles,Los Angeles,CA,90031,63,,90,29.98,4,West,4.6,,Overcast,Day
A-392288,2,2021-05-11,R,Boise,Ada,ID,83709,45,41,52,27.16,10,SE,8,0,Fair,Day
A-100840,3,2016-06-01,L,Mantoloking,Ocean,NJ,8738,73,,66,30.12,10,East,9.2,,Partly Cloudy,Day
A-75429,2,2016-08-26,R,Bronx,Bronx,NY,10460,90,,48,29.96,10,NW,16.1,,Scattered Clouds,Day
A-815063,2,2021-09-23,R,Nelson,Saline,MO,65347,67,67,36,29.39,10,CALM,0,0,Fair,Day
A-346243,2,2021-06-15,R,Germantown,Montgomery,MD,20876,74,74,59,29.29,10,WNW,9,0,Partly Cloudy,Day
A-190833,2,2017-05-18,R,Cleveland,Cuyahoga,OH,44113,78.1,,52,29.84,10,South,15,,Mostly Cloudy,Day
A-313848,2,2021-10-24,R,Suffolk,Suffolk,VA,23435,73,73,51,30.08,10,S,12,0,Fair,Day
A-164121,2,2017-02-16,R,Corona,Riverside,CA,92880,70,,35,29.95,,West,8.1,,Clear,Day
A-766991,2,2021-07-08,R,North Hills,Los Angeles,CA,91343,89,89,38,28.98,10,SE,9,0,Fair,Day
A-733731,2,2021-07-09,R,Jacksonville,Duval,FL,32225-6504,79,79,79,30.05,5,S,8,0.09,Light Rain with Thunder,Day
A-629060,2,2021-12-07,L,San Diego,San Diego,CA,92108-3207,60,60,75,29.54,10,ESE,6,0,Mostly Cloudy,Night
A-317534,2,2021-11-07,R,Jacksonville,Duval,FL,32256,59,59,75,30.07,10,NNW,16,0,Mostly Cloudy,Day
A-1020801,2,2021-08-25,R,Castro Valley,Alameda,CA,94552,59,59,83,29.96,10,VAR,3,0,Cloudy,Day
A-806726,2,2021-12-28,R,Phoenix,Maricopa,AZ,85044,54,54,69,28.57,10,SSW,3,0,Mostly Cloudy,Day
A-159808,2,2017-03-23,R,Antioch,Davidson,TN,37013,42.1,,51,30.36,10,Calm,,,Partly Cloudy,Day
A-1006093,2,2021-12-07,L,Los Angeles,Los Angeles,CA,90034-3308,57,57,89,29.78,7,NE,3,0,Cloudy,Day
A-445090,2,2021-05-20,L,Santa Maria,Santa Barbara,CA,93455,61,61,41,29.68,9,WNW,23,0,Fair / Windy,Day
A-29654,2,2016-07-08,R,Overland Park,Johnson,KS,66210,87.1,,61,29.96,10,South,4.6,,Clear,Day
A-674616,2,2021-04-19,R,Miami,Miami-Dade,FL,33184,82,82,71,29.91,10,W,6,0,Fair,Night
A-766654,2,2021-12-11,R,Charlotte,Mecklenburg,NC,28206,64,64,87,29.07,1,W,20,0.08,Heavy Rain,Day
