accidentId,severity,eventDate,side,city,county,state,zipcode,temperature_F,windChill_F,humidity_perc,pressure_in,visibility_mi,windDirection,windSpeed_mph,precipitation_in,weatherCondition,sunriseSunset
A-789193,2,2021-08-08,R,Nashville,Davidson,TN,37201-1805,72,72,81,29.38,10,S,5,0,Fair,Night
A-597537,2,2021-09-27,R,Spartanburg,Spartanburg,SC,29302-3033,61,61,88,29.21,10,CALM,0,0,Fair,Night
A-979790,2,2021-06-15,R,Bethlehem,Northampton,PA,18017,61,61,93,29.38,10,SW,3,0,Fair,Day
A-140402,2,2017-02-08,R,Miami,Miami-Dade,FL,33127,79,,66,29.99,10,West,11.5,,Partly Cloudy,Night
A-110655,2,2017-01-12,R,San Fernando,Los Angeles,CA,91340,51.8,,88,29.94,10,ESE,5.8,,Overcast,Night
A-431235,2,2021-10-28,L,Fort Myers,Lee,FL,33907,79,79,88,29.79,10,SSE,7,0,Fair,Night
A-886990,2,2021-06-21,L,Austin,Travis,TX,78725-6356,93,93,56,29.2,10,VAR,6,0,Partly Cloudy,Day
A-949196,2,2021-12-08,R,New Orleans,Orleans,LA,70116-1247,61,61,93,30.08,2,NNW,6,0.01,Rain,Day
A-1018696,2,2021-12-28,R,Zephyrhills,Pasco,FL,33540,57,,94,29.9,2,,,0,Fog,Night
A-934974,2,2021-08-16,R,San Bernardino,San Bernardino,CA,92407,102,102,20,28.57,6,WNW,6,0,Haze,Day
A-525967,2,2021-08-20,R,Anaheim,Orange,CA,92807,81,81,49,29.69,10,SSW,10,0,Fair,Day
A-547032,2,2021-07-24,R,Tempe,Maricopa,AZ,85282,77,77,84,28.77,10,ENE,7,0,Cloudy,Night
A-386339,4,2021-10-11,L,Orlando,Orange,FL,32811-7345,82,82,67,29.77,6,SSE,7,0.09,Rain,Day
A-947382,2,2021-04-26,R,Norfolk,Norfolk,VA,23502-5507,57,57,32,30.11,10,N,13,0,Fair,Day
A-493791,2,2021-11-03,R,San Diego,San Diego,CA,92123,67,67,68,29.56,9,W,9,0,Fair,Day
A-667907,2,2021-12-11,R,Roanoke,Roanoke City,VA,24012,62,62,78,28.58,10,WNW,3,0,Cloudy,Day
A-955527,2,2021-10-29,R,Perth Amboy,Middlesex,NJ,8861,53,53,87,29.62,7,E,22,0.05,Rain / Windy,Night
A-846591,2,2021-07-02,R,Matawan,Monmouth,NJ,7747,70,70,88,29.73,10,CALM,0,0,Light Drizzle,Night
A-675898,2,2021-09-29,L,New Orleans,Orleans,LA,70125,75,75,100,29.95,3,S,9,0.12,Light Rain,Day
A-699903,2,2021-07-10,R,Charleston,Kanawha,WV,25313,80,80,62,29.01,10,WNW,5,0,Thunder,Day
A-84552,2,2016-07-07,R,Columbus,Franklin,OH,43211,80.1,,69,29.85,10,NNE,11.5,,Overcast,Day
A-159875,4,2017-03-23,R,Memphis,Shelby,TN,38106,68.7,,28,30.26,10,SSE,5.8,,Partly Cloudy,Day
A-1039142,2,2021-05-01,R,Eastover,Richland,SC,29044-9599,60,60,65,29.78,10,SSE,3,0,Fair,Night
A-375608,2,2021-06-18,R,Miami,Miami-Dade,FL,33127,86,86,70,30.02,8,ESE,12,0,Cloudy,Day
A-289321,2,2021-12-02,R,Miami,Miami-Dade,FL,33126,80,80,48,30.06,10,N,9,0,Mostly Cloudy,Day
A-813977,2,2021-07-28,R,Sparks Glencoe,Baltimore County,MD,21152,75,75,69,29.15,10,S,3,0,Fair,Night
A-467546,2,2021-10-17,R,Cowpens,Cherokee,SC,29330,68,68,21,29.21,10,NNW,10,0,Fair,Day
A-894163,2,2021-11-05,R,Draper,Salt Lake,UT,84020,66,66,36,25.76,10,CALM,0,0,Mostly Cloudy,Day
A-682529,2,2021-11-13,R,Phenix City,Russell,AL,36867,55,55,47,29.62,10,NNW,9,0,Fair,Night
A-476428,2,2021-06-22,R,Sebastopol,Sonoma,CA,95472,70,70,57,29.76,10,SW,8,0,Partly Cloudy,Day
A-233356,2,2021-04-05,R,Ridgewood,Queens,NY,11385,57,57,25,29.93,10,NNW,20,0,Fair,Day
A-924031,2,2021-10-05,R,Riverside,Riverside,CA,92507,62,62,84,29.05,10,SSW,6,0,Fair,Night
A-159178,4,2017-03-21,R,Miami,Miami-Dade,FL,33156-2941,73.9,,46,30.2,10,NE,6.9,,Scattered Clouds,Day
A-591131,2,2021-08-25,R,Miami,Miami-Dade,FL,33157,87,87,55,29.93,10,E,22,0,Fair / Windy,Day
A-790356,2,2021-10-26,R,Compton,Los Angeles,CA,90220,62,62,70,30.05,10,CALM,0,0,Fair,Day
A-525532,2,2021-11-20,R,Portland,Multnomah,OR,97217,47,47,86,30.49,10,W,3,0,Cloudy,Day
A-139072,2,2017-02-03,R,Bridgeport,Fairfield,CT,06608-2716,32,23,40,30.12,10,West,11.5,,Overcast,Night
A-877394,2,2021-04-11,R,Saint Pauls,Robeson,NC,28384,80,80,40,29.32,10,SW,17,0,Fair,Day
A-254857,2,2021-05-05,R,Austin,Travis,TX,78759,58,58,72,29.4,10,NNE,5,0,Fair,Day
A-395992,2,2021-10-10,L,Pickens,Pickens,SC,29671-9426,70,70,89,28.92,10,CALM,0,0,Fair,Night
A-348015,2,2021-12-27,R,Reno,Washoe,NV,89511,30,21,82,25.23,9,SSW,12,0,Cloudy,Night
A-453153,2,2021-03-30,R,Chandler,Maricopa,AZ,85286,84,84,7,28.54,10,WSW,7,,Fair,Day
A-428421,2,2021-08-07,R,Stony Point,Rockland,NY,10980,83,83,49,29.57,10,S,9,0,Mostly Cloudy,Day
A-527167,2,2021-06-09,R,Fort Lauderdale,Broward,FL,33309,80,80,76,30.1,10,E,12,0,Partly Cloudy,Night
A-302169,2,2021-06-02,R,San Bernardino,San Bernardino,CA,92408,90,90,24,28.67,5,WSW,7,0,Fair,Day
A-96063,3,2016-07-22,R,Firth,Bingham,ID,83236,91.9,,12,29.93,10,WSW,17.3,,Scattered Clouds,Day
A-395462,4,2021-10-16,R,Crawfordsville,Crittenden,AR,72327,67,67,39,30.02,10,N,9,0,Fair,Day
A-628432,2,2021-04-11,R,Aurora,Marion,OR,97002,51,51,41,30.1,10,N,8,0,Fair,Day
A-938537,2,2021-12-09,R,Bloomsburg,Columbia,PA,17815-9578,37,37,54,29.7,10,VAR,3,0,Fair,Day
A-777916,2,2021-08-20,R,Norwalk,Fairfield,CT,6851,82,82,65,29.85,10,SW,8,0,Partly Cloudy,Day
A-899083,2,2021-06-22,R,Fountain Valley,Orange,CA,92708,75,75,53,29.84,10,SSW,13,0,Mostly Cloudy,Day
A-1017532,2,2021-08-10,L,New Kensington,Allegheny,PA,15068,69,69,90,28.77,8,SW,9,0,Light Rain,Day
A-675132,2,2021-03-02,R,Estacada,Clackamas,OR,97023,37,37,89,30.05,10,CALM,0,0,Fair,Night
A-897875,2,2021-10-24,R,Madison,Madison,AL,35758-9591,,,,,,,,,,Day
A-164217,2,2017-02-16,R,Santa Monica,Los Angeles,CA,90404,57.9,,93,29.93,10,SSW,4.6,,Overcast,Night
A-446726,2,2021-06-24,R,Sandy,Salt Lake,UT,84070,78,78,40,25.74,10,N,7,0,Mostly Cloudy,Day
A-827754,2,2021-10-26,R,Copperopolis,Calaveras,CA,95228-9723,61,61,45,27.97,10,VAR,3,0,Partly Cloudy,Day
A-631517,2,2021-05-09,L,Eldred,McKean,PA,16731-3530,34,29,89,27.55,4,E,6,0.12,Rain,Day
A-894258,2,2021-11-11,R,Spokane,Spokane,WA,99206,40,40,97,28.17,3,SSW,3,0.09,Light Rain,Night
A-499761,4,2021-11-29,R,Parkton,Baltimore County,MD,21120,43,37,49,29.11,10,NW,9,0,Mostly Cloudy,Day
A-19185,3,2016-11-10,L,Angleton,Brazoria,TX,77515-8236,66.9,,66,30.28,10,NE,11.5,,Clear,Day
A-118421,2,2016-09-12,R,Sunnyvale,Santa Clara,CA,94089,59,,75,29.94,10,SSE,3.5,,Clear,Day
A-763301,2,2021-08-26,R,Miami,Miami-Dade,FL,33155-4884,89,89,65,29.98,10,E,15,0,Mostly Cloudy,Day
A-895940,2,2021-12-19,R,Richmond,Chesterfield,VA,23234,39,34,67,29.93,10,ENE,7,0,Fair,Night
A-705884,2,2021-12-16,R,Baltimore,Baltimore City,MD,21205,,,,,,,,,,Day
A-435872,2,2021-05-25,R,Houston,Harris,TX,77054-2507,83,83,69,30,10,SSE,14,0.02,Mostly Cloudy,Day
A-1006559,2,2021-07-23,R,Calabasas,Los Angeles,CA,91302-2052,86,86,31,29.11,10,SSE,16,0,Fair,Day
A-914894,2,2021-12-12,R,Live Oak,Sutter,CA,95953,48,42,83,29.82,6,SSE,16,0,Light Rain,Day
A-355950,2,2021-11-28,R,Riverside,Riverside,CA,92507-3342,52,52,32,29.28,10,NE,6,0,Fair,Night
A-366099,2,2021-03-05,L,Petersburg,Rensselaer,NY,12138-2717,28,15,34,29.03,10,W,21,0,Fair / Windy,Day
A-94503,2,2016-08-08,R,Tempe,Maricopa,AZ,85282,108,,11,29.62,10,NW,8.1,,Partly Cloudy,Day
A-81893,2,2016-06-28,R,Richmond,Richmond City,VA,23234,73.4,,65,29.95,6,South,3.5,0.01,Partly Cloudy,Night
A-456469,2,2021-07-31,R,Staten Island,Richmond,NY,10314,65,65,50,29.95,10,N,5,0,Fair,Night
A-111898,2,2017-01-20,R,Emeryville,Alameda,CA,94608,48,,89,29.39,7,SW,17.3,0.36,Light Rain,Night
A-122666,2,2016-10-11,R,Seattle,King,WA,98168,48.9,,64,30.14,10,NNE,3.5,,Clear,Night
A-45386,3,2017-01-18,R,Chicago,Cook,IL,60620,33.1,23.4,96,30.12,4,SW,13.8,,Overcast,Day
A-158258,2,2017-03-17,R,Rockwood,Wayne,MI,48173,32.4,23.5,93,30.16,7,South,11.5,,Overcast,Day
A-532106,2,2021-06-09,R,New Rochelle,Westchester,NY,10801,83,83,60,29.93,10,CALM,0,0,Mostly Cloudy,Night
A-950075,2,2021-06-13,R,Houston,Harris,TX,77019-5430,98,98,43,29.82,10,S,16,0,Partly Cloudy,Day
A-247636,2,2021-03-06,R,Lodi,San Joaquin,CA,95240,60,60,51,30.08,10,WNW,10,0,Fair,Day
A-291158,2,2021-06-09,R,Miami,Miami-Dade,FL,33165-4512,87,87,57,30.07,10,E,12,0,Partly Cloudy,Day
A-60478,3,2016-09-15,R,Dania,Broward,FL,33004,88,,67,29.98,10,ESE,11.5,,Scattered Clouds,Day
A-112000,2,2017-01-20,R,Valencia,Los Angeles,CA,91355,51,51,100,28.64,1,SE,14,0.25,Rain,Day
A-125666,2,2016-08-09,R,San Leandro,Alameda,CA,94578,78.1,,42,29.84,10,WNW,11.5,,Clear,Day
A-514125,2,2021-12-07,R,Inver Grove Heights,Dakota,MN,55077,16,9,80,29.12,4,ESE,5,0,Light Snow,Day
A-337746,2,2021-06-11,R,Irmo,Richland,SC,29063,82,82,66,29.28,10,SW,9,0,Mostly Cloudy,Day
A-347634,2,2021-06-22,L,Saint Charles,St. Charles,MO,63303,77,77,37,29.46,10,SSE,7,0,Fair,Day
A-544292,2,2021-11-07,R,Newburgh,Orange,NY,12550,45,45,61,29.6,10,CALM,0,0,Mostly Cloudy,Night
A-883792,2,2021-11-15,L,Tarpon Springs,Pinellas,FL,34688,62,62,46,30.19,10,N,8,0,Fair,Day
A-944413,2,2021-12-15,R,Ooltewah,Hamilton,TN,37363,61,61,52,29.6,10,SSW,8,0,Mostly Cloudy,Day
A-504385,2,2021-08-20,R,Miami,Miami-Dade,FL,33136,84,84,69,29.96,10,S,3,0,Partly Cloudy,Night
A-411488,2,2021-08-01,R,San Diego,San Diego,CA,92123-3955,65,65,84,29.58,10,N,5,0,Fair,Night
A-982023,2,2021-09-20,R,Eastover,Richland,SC,29044-8887,79,79,84,29.85,10,E,7,0,Mostly Cloudy,Day
A-892095,2,2021-09-01,R,Narberth,Montgomery,PA,19072-2226,72,72,89,29.36,10,ENE,9,0,Cloudy,Day
A-946425,2,2021-12-23,R,Rancho Cucamonga,San Bernardino,CA,91739,51,51,92,28.81,3,NE,10,0.28,Rain,Night
A-826398,2,2021-10-10,R,Nashville,Davidson,TN,37215-1528,85,85,44,29.29,10,S,10,0,Fair,Day
A-79545,2,2016-09-10,R,Goodlettsville,Davidson,TN,37072,93,,36,29.94,10,SSW,13.8,,Partly Cloudy,Day
A-724446,2,2021-06-30,L,Watsonville,Santa Cruz,CA,95076-1352,66,66,70,29.77,10,WSW,8,0,Mostly Cloudy,Day
A-291385,2,2021-12-23,R,North Miami,Miami-Dade,FL,33161-4127,70,70,53,30.12,10,NNW,9,0,Fair,Day
A-922444,2,2021-10-07,R,Miami,Miami-Dade,FL,33193-1540,79,79,90,30.04,9,E,3,0,Fair,Day
A-64186,2,2016-10-05,R,Memphis,Shelby,TN,38109,73.9,,71,30.06,10,SE,8.1,0.02,Mostly Cloudy,Day
A-894152,2,2021-10-12,R,Riverside,Riverside,CA,92507,60,60,35,29.06,10,W,14,0,Fair,Night
A-988251,2,2021-12-15,R,Raleigh,Wake,NC,27610,56,56,64,29.97,10,CALM,0,0,Partly Cloudy,Day
A-76161,4,2016-08-30,R,Alexandria,Fairfax County,VA,22309,71.1,,75,30.14,10,Calm,,,Clear,Day
A-369467,2,2021-05-06,R,Merritt Island,Brevard,FL,32952,76,76,72,29.96,10,SE,8,0,Fair,Night
A-176489,2,2017-04-18,L,Charlotte,Mecklenburg,NC,28210,66,,70,30.21,10,ENE,13.8,,Mostly Cloudy,Day
A-391312,2,2021-03-04,R,Dallas,Dallas,TX,75209-6224,53,53,57,29.59,10,S,5,0,Fair,Night
A-941311,2,2021-10-11,R,Santa Rosa,Sonoma,CA,95407-7899,63,63,29,29.88,10,NW,21,0,Fair / Windy,Day
A-28225,2,2016-06-22,R,Lewiston,Winona,MN,55952,62.6,,82,29.86,10,Calm,,,Clear,Night
A-845349,2,2021-10-26,R,Charlotte,Mecklenburg,NC,28212-3606,65,65,39,29.02,10,NNW,15,0,Fair,Day
A-448046,2,2021-10-13,L,Marshall,Lyon,MN,56258-2290,54,54,94,28.4,10,ESE,20,0.02,Mostly Cloudy,Day
A-55594,4,2016-11-18,R,Piedmont,Belmont,OH,43983-9716,37.9,33.5,100,30.14,8,ESE,5.8,,Clear,Day
A-824581,2,2021-09-18,L,Dallas,Dallas,TX,75223,85,85,61,29.55,10,VAR,3,0,Fair,Day
A-116673,2,2016-11-18,R,Los Angeles,Los Angeles,CA,90023,71.1,,16,30.01,10,Calm,,,Clear,Night
A-432101,2,2021-11-04,L,Abington,Montgomery,PA,19001-1835,42,38,62,30.25,10,NNE,6,0,Fair,Day
A-870796,2,2021-09-28,R,Fort Worth,Tarrant,TX,76102,72,72,59,29.16,10,SSE,8,0,Fair,Night
A-816695,2,2021-12-19,R,Greenville,Greenville,SC,29611,52,52,66,28.99,10,NE,15,0,Cloudy,Night
A-754754,2,2021-03-26,R,San Francisco,San Francisco,CA,94134,47,47,77,29.93,10,CALM,0,0,Fair,Night
A-307243,2,2021-12-17,R,Lawnside,Camden,NJ,8045,59,59,22,30.05,10,VAR,7,0,Fair,Day
A-453697,2,2021-09-13,R,Pensacola,Escambia,FL,32506-3761,78,78,87,30.16,5,SSW,7,0.12,Rain,Day
A-830125,2,2021-06-30,R,Windermere,Orange,FL,34786,75,75,90,29.96,10,CALM,0,0.08,Light Rain,Day
A-346624,2,2021-09-09,R,Delray Beach,Palm Beach,FL,33444,80,80,87,29.94,10,SW,3,0,Fair,Day
A-854387,2,2021-11-03,R,San Diego,San Diego,CA,92128,49,49,93,28.65,8,NNE,3,0,Partly Cloudy,Night
A-682726,2,2021-08-15,R,Lanham,Prince George's,MD,20706,81,81,48,30.1,10,NE,5,0,Partly Cloudy,Day
A-53628,4,2016-11-11,R,Loganton,Clinton,PA,17747,51.1,,61,29.78,10,West,13.8,,Partly Cloudy,Day
A-908307,2,2021-12-14,L,Ontario,Malheur,OR,97914-8450,35,29,52,27.52,10,WNW,8,0,Fair,Night
A-487075,2,2021-05-29,R,Spring Hill,Hernando,FL,34608-9425,89,89,40,29.82,10,W,20,0,Fair,Day
A-176043,2,2017-04-16,R,Chattanooga,Hamilton,TN,37408,79,,45,30.19,10,South,9.2,,Mostly Cloudy,Day
A-140705,2,2017-02-09,R,Chicago,Cook,IL,60628,21,7.6,38,30.38,10,West,15,,Partly Cloudy,Day
A-378492,2,2021-10-19,R,,District of Columbia,DC,20743,47,45,66,29.83,10,W,6,0,Fair,
A-902901,2,2021-03-25,R,Southaven,DeSoto,MS,38671,73,73,73,29.25,10,WSW,13,0,Mostly Cloudy,Day
A-730941,2,2021-08-13,R,Earlimart,Tulare,CA,93219,101,101,24,29.46,10,NW,9,0,Fair,Day
A-916657,2,2021-09-12,R,Austin,Travis,TX,78735,75,75,69,29.38,10,CALM,0,0,Fair,Night
A-1044197,2,2021-11-21,R,Rodeo,Contra Costa,CA,94572,53,53,64,30.14,10,SSW,3,0,Fair,Night
A-182906,2,2017-04-10,R,San Diego,San Diego,CA,92136,66,,63,30.03,10,WNW,8.1,,Scattered Clouds,Day
A-419758,2,2021-12-05,R,Henrico,Henrico,VA,23231,57,57,39,30.09,10,NE,6,0,Mostly Cloudy,Day
A-592572,2,2021-11-24,L,Wickenburg,Yavapai,AZ,85390-2650,73,73,25,28.82,10,SSW,6,0,Fair,Day
A-885136,4,2021-10-22,R,Atlanta,Clayton,GA,30349,64,64,78,28.97,10,W,9,0,Fair,Day
A-392461,2,2021-10-08,R,Woodbridge,Prince William,VA,22192,77,77,57,30.02,10,SSE,6,0,Cloudy,Day
A-495016,2,2021-03-02,R,Hacienda Heights,Los Angeles,CA,91745,50,50,35,29.9,10,ENE,3,0,Fair,Night
A-404863,2,2021-09-05,R,Minneapolis,Hennepin,MN,55416,65,65,70,29.03,10,CALM,0,0,Partly Cloudy,Day
A-528168,2,2021-11-09,R,Chesapeake,Chesapeake,VA,23320,46,46,90,30.23,10,CALM,0,0,Fair,Day
A-773104,2,2021-12-30,L,Twain Harte,Tuolumne,CA,95383-9527,54,54,58,27.62,10,CALM,0,0,Cloudy,Day
A-662467,2,2021-12-16,L,Orange Park,Clay,FL,32073-5002,75,75,82,30.23,7,VAR,3,0,Fair,Day
A-321120,2,2021-09-28,R,Marianna,Jackson,FL,32448-9282,68,68,96,29.94,10,CALM,0,0,Fair,Day
A-207328,3,2017-06-26,R,Orlando,Orange,FL,32839,79,,90,30.07,10,SE,6.9,,Clear,Night
A-937755,2,2021-10-07,R,Miami,Miami-Dade,FL,33147-4444,81,81,82,30.04,6,ESE,6,0,Haze,Day
A-688045,2,2021-10-23,R,Tulsa,Tulsa,OK,74115-8626,84,84,51,29.03,10,S,17,0,Mostly Cloudy,Day
A-479276,2,2021-10-28,R,Hempstead,Waller,TX,77445,77,77,25,29.53,10,WNW,26,0,Fair / Windy,Day
A-745383,2,2021-10-13,R,Harrisburg,Dauphin,PA,17111,74,74,66,29.61,10,CALM,0,0,Mostly Cloudy,Day
A-804354,2,2021-07-27,R,Emmitsburg,Frederick,MD,21727,,,,,,,,,,Day
A-515753,2,2021-06-17,R,Jacksonville,Duval,FL,32218,85,85,63,29.94,10,E,13,0,Cloudy,Day
A-707192,2,2021-08-02,L,Lutz,Pasco,FL,33559-6256,77,77,83,29.99,10,WSW,5,0,Light Rain,Day
A-924200,2,2021-06-07,R,Bakersfield,Kern,CA,93307-3843,83,83,23,29.28,10,NNW,7,0,Fair,Day
A-934377,2,2021-08-18,R,Decatur,DeKalb,GA,30034,86,86,61,29.03,10,SSW,7,0,Partly Cloudy,Day
A-221644,3,2017-07-28,R,Altamonte Springs,Seminole,FL,32714,78.1,,84,29.93,2.5,WNW,11.5,0.06,Heavy Thunderstorms and Rain,Day
A-291069,2,2021-05-07,R,Saint Petersburg,Pinellas,FL,33712,80,80,42,30.05,10,NNE,12,0,Fair,Day
A-170764,4,2017-04-08,R,Houston,Harris,TX,77093,80.1,,38,30.09,10,SSE,16.1,,Scattered Clouds,Day
A-216362,2,2017-07-07,R,Chicago,Cook,IL,60622,81,,69,29.81,10,NNE,8.1,,Overcast,Day
A-976152,2,2021-06-30,L,Oriskany,Oneida,NY,13424-5303,76,76,85,29.37,10,CALM,0,0,Fair,Day
A-622190,2,2021-12-16,R,Corning,Tehama,CA,96021-9291,47,47,80,29.81,8,CALM,0,0,Cloudy,Day
A-1037333,2,2021-10-29,L,Orlando,Orange,FL,32826-4723,81,81,44,29.54,10,WSW,15,0,Fair,Day
A-223639,2,2017-07-18,R,San Jose,Santa Clara,CA,95111,77,,44,30.02,10,North,13.8,,Clear,Day
A-522833,2,2021-09-19,R,Saint Paul,Ramsey,MN,55106,88,88,43,29.04,10,S,12,0,Fair,Day
A-417444,2,2021-12-20,R,Los Angeles,Los Angeles,CA,90015,64,64,26,29.89,10,CALM,0,0,Fair,Day
A-121085,2,2016-10-03,L,Salinas,Monterey,CA,93907-1310,64.9,,48,30.07,10,WNW,9.2,,Overcast,Day
A-227081,2,2021-07-27,L,East Brunswick,Middlesex,NJ,08816-2198,91,91,34,29.9,10,WNW,9,0,Fair,Day
A-701448,2,2021-09-24,R,Oxnard,Ventura,CA,93036,59,59,93,29.9,2,WNW,8,0,Fog,Night
A-434926,2,2021-10-26,R,Houston,Harris,TX,77033-4142,75,75,90,29.87,3,CALM,0,0,Mist,Night
A-875962,2,2021-05-12,R,Long Island City,Queens,NY,11101,56,56,45,30.07,10,NW,9,0,Fair,Day
A-790183,2,2021-12-31,L,Greenville,Greenville,SC,29607-5924,68,68,56,28.84,10,SW,3,0,Mostly Cloudy,Day
A-833733,2,2021-12-16,R,Henrico,Henrico,VA,23229-5753,51,51,54,30.02,10,SSW,10,0,Fair,Day
A-360580,2,2021-12-18,R,Richmond,Richmond City,VA,23220,60,60,100,29.73,3,SSW,6,0,Cloudy,Night
A-1022272,2,2021-10-25,R,Cedar City,Iron,UT,84720,60,60,35,24.28,10,SSW,22,0,Fair / Windy,Day
A-680627,2,2021-11-05,R,Sacramento,Sacramento,CA,95823,61,61,78,30.04,10,VAR,6,0,Fair,Day
A-139861,2,2017-02-07,R,New Orleans,Orleans,LA,70122,73,,90,29.78,10,SW,25.3,0.01,Light Rain,Day
A-197539,2,2017-05-23,R,Arcadia,Los Angeles,CA,91006,80.6,,45,29.95,10,SSW,12.7,,Clear,Day
A-281648,2,2021-12-16,R,Sarasota,Sarasota,FL,34242-1324,77,77,76,30.16,10,ESE,14,0,Fair,Day
A-629717,2,2021-11-26,R,Lanham,Prince George's,MD,20706,46,39,57,29.76,10,WNW,16,0,Fair,Day
A-933318,2,2021-10-24,R,Weehawken,Hudson,NJ,7086,57,57,57,30.06,10,VAR,5,0,Cloudy,Day
A-878267,2,2021-10-23,R,Firebaugh,Merced,CA,93622,67,67,52,29.69,10,NNW,7,0,Fair,Day
A-511146,2,2021-12-23,R,Sacramento,Sacramento,CA,95815,54,54,94,29.59,9,SE,7,0,Cloudy,Night
A-137435,4,2017-01-30,R,Crothersville,Jackson,IN,47229,19.4,11.5,86,30.02,10,West,5.8,,Clear,Night
A-755162,2,2021-03-01,R,Rocky Hill,Hartford,CT,6067,45,38,63,29.54,10,NNW,15,0,Cloudy,Day
A-749995,2,2021-08-11,L,Pensacola,Escambia,FL,32514-4915,87,87,69,29.95,10,SSW,5,0,Fair,Day
A-161041,2,2017-03-28,R,New York,New York,NY,10037,43,38.8,97,29.91,3,Variable,6.9,0.04,Light Rain,Day
A-105107,3,2016-12-06,R,Verdi,Washoe,NV,89439,32,,54,30.05,10,Calm,,,Scattered Clouds,Night
A-54217,2,2016-11-14,R,Henrico,Henrico,VA,23229,46,,66,30.1,8,Calm,,0,Light Rain,Day
A-601102,2,2021-04-21,R,Baton Rouge,East Baton Rouge,LA,70816-3133,51,51,61,30.15,10,N,13,0,Fair,Day
A-203966,3,2017-06-12,R,Wheaton,Dupage,IL,60189-6606,91.9,,39,29.87,10,SSW,20.7,,Clear,Day
A-721005,2,2021-09-17,R,Lake Forest,Orange,CA,92630,75,75,53,29.92,10,SSW,12,0,Fair,Day
A-778950,2,2021-11-15,R,Jacksonville Beach,Duval,FL,32250,56,56,64,30.19,10,SSW,3,0,Fair,Night
A-853581,2,2021-06-05,R,Greenwich,Fairfield,CT,6830,84,84,40,29.44,10,W,8,0,Fair,Day
A-135773,2,2017-01-31,R,Houston,Harris,TX,77024,73.4,,41,30.07,10,SW,5.8,,Clear,Day
A-491749,2,2021-08-10,R,Baton Rouge,East Baton Rouge,LA,70816,83,83,77,30.03,10,SE,5,0.01,Partly Cloudy,Day
A-702007,2,2021-12-15,R,New Castle,New Castle,DE,19720,53,53,80,30.32,10,ESE,7,0,Mostly Cloudy,Night
A-277843,2,2021-06-06,R,Nashville,Davidson,TN,37201-2108,76,76,76,29.37,10,SSE,12,0,Mostly Cloudy,Day
A-880281,2,2021-10-30,R,Garner,Wake,NC,27529-4902,55,55,80,29.17,10,SSW,7,0,Mostly Cloudy,Night
A-226754,2,2021-11-18,L,Opa Locka,Miami-Dade,FL,33054,73,73,84,30.06,2,NNW,5,0.17,Rain,Day
A-464654,4,2021-07-02,R,Goldsboro,Wayne,NC,27534-6888,70,70,99,29.69,9,CALM,0,0,Fair,Night
A-920091,2,2021-05-05,R,Suffolk,Suffolk,VA,23435,86,86,44,29.67,10,WSW,13,0,Partly Cloudy,Day
A-1045364,2,2021-12-07,R,Rowland Heights,Los Angeles,CA,91748,57,57,81,29.86,5,E,5,0.01,Light Rain,Night
A-552320,2,2021-12-29,L,Gulf Breeze,Santa Rosa,FL,32563-3407,72,72,94,29.87,8,S,12,0,Mostly Cloudy,Day
A-588634,2,2021-05-08,R,Seymour,Jennings,IN,47274,54,54,47,29.38,10,CALM,0,,Fair,Day
A-813314,2,2021-07-04,R,Colton,San Bernardino,CA,92324,73,73,49,28.74,10,WSW,7,0,Fair,Night
A-9104,4,2016-05-22,R,San Diego,San Diego,CA,92108,55.9,,75,30.04,10,ESE,4.6,,Scattered Clouds,Night
A-36479,2,2016-12-15,R,Nashville,Davidson,TN,37209,21.9,9.2,44,30.51,10,North,13.8,,Mostly Cloudy,Day
A-828846,2,2021-10-05,L,Tallahassee,Leon,FL,32312-1215,71,71,96,29.95,10,CALM,0,0,Mostly Cloudy,Night
A-556132,2,2021-08-24,R,Baton Rouge,East Baton Rouge,LA,70816,86,86,74,29.94,10,NNW,5,0,Fair,Day
A-322462,2,2021-11-18,R,Anaheim,Orange,CA,92807,55,55,96,30.01,1,CALM,0,0,Fog,Day
A-257003,2,2021-07-01,R,Orlando,Orange,FL,32819,77,77,82,29.89,10,S,14,0,Cloudy,Day
A-278203,2,2021-11-06,R,Newtown Square,Chester,PA,19073-1003,32,32,80,29.71,10,CALM,0,0,Fair,Night
A-57545,3,2016-11-25,R,Chicago,Cook,IL,60656,36,30.3,89,30.3,9,West,6.9,,Overcast,Night
A-991056,2,2021-10-19,R,Lecanto,Citrus,FL,34461-9744,73,73,61,30.19,10,ENE,8,0,Fair,Day
A-477930,2,2021-10-20,L,Gurnee,Lake,IL,60031-1238,58,58,72,29.27,10,SW,10,0,Fair,Day
A-667300,2,2021-07-26,R,Ferron,Emery,UT,84523,67,67,66,24.31,10,CALM,0,0,Fair,Night
A-20791,3,2016-11-29,R,Dallas,Dallas,TX,75220,57,,55,29.55,10,Calm,,,Overcast,Night
A-355736,2,2021-09-15,L,Fort Myers,Lee,FL,33913,80,80,81,29.92,10,E,7,0,Fair,Day
A-794457,2,2021-05-23,L,Austin,Travis,TX,78701,73,73,84,29.41,10,ESE,6,0,Cloudy,Day
A-437499,2,2021-12-10,L,Fort Lauderdale,Broward,FL,33312,78,78,84,30.14,10,N,6,0,Fair,Day
A-480942,2,2021-11-17,R,Miami,Miami-Dade,FL,33173,80,80,69,30.11,10,E,13,0,Cloudy,Day
